date,date[MJD],m_bol,m_bol_err,M_bol,M_bol_err,L_cgs,L_cgs_err,L_SI,L_SI_err
2020-11-04 10:26:43.880097,59157.43523009372,19.366374448168422,0.032948904259989566,-18.8554417205129,0.032948904259989566,1.0498977158589728e+43,3.186131140420553e+41,1.0498977158589728e+36,3.1861311404205536e+34
2020-11-05 10:47:48.324031,59158.449864861475,19.107810176319326,0.05444651454680069,-19.114005992361996,0.05444651454680069,1.3322100316850558e+43,6.680646049349779e+41,1.332210031685056e+36,6.680646049349779e+34
2020-11-06 14:09:11.537705,59159.58971687159,19.319811242401983,0.04682353815144806,-18.90200492627934,0.04682353815144806,1.095903397143488e+43,4.726200922615538e+41,1.095903397143488e+36,4.726200922615538e+34
2020-11-08 10:48:23.958653,59161.45027729923,19.360658830982853,0.05008762490456434,-18.86115733769847,0.05008762490456434,1.0554392425478223e+43,4.86899531015174e+41,1.0554392425478223e+36,4.86899531015174e+34
2020-11-09 15:51:08.455642,59162.6605145329,19.51138390612202,0.03407411868171447,-18.7104322625593,0.03407411868171447,9.186354646672805e+42,2.882992545622806e+41,9.186354646672805e+35,2.8829925456228055e+34
2020-11-10 15:41:49.506716,59163.65404521662,19.5245429058961,0.03432400893668204,-18.69727326278522,0.03432400893668204,9.075689051174677e+42,2.869150266279121e+41,9.075689051174677e+35,2.869150266279121e+34
2020-11-12 19:25:54.041122,59165.80965325373,19.6353130223173,0.032504783591207766,-18.586503146364024,0.032504783591207766,8.195426528467164e+42,2.453547782399062e+41,8.195426528467164e+35,2.4535477823990627e+34
2020-11-13 19:03:08.389384,59166.793847099354,19.634823323282603,0.05330410309902932,-18.58699284539872,0.05330410309902932,8.19912374113723e+42,4.0253510503192554e+41,8.199123741137231e+35,4.025351050319256e+34
2020-11-15 19:16:38.380729,59168.80322199918,19.757625272906594,0.03710277857604416,-18.464190895774728,0.03710277857604416,7.322285545901918e+42,2.5022389240551235e+41,7.322285545901918e+35,2.5022389240551235e+34
2020-11-18 11:22:00.000000,59171.47361111111,20.036517712051467,0.055524970363065314,-18.185298456629855,0.055524970363065314,5.663562341077027e+42,2.8963677342575982e+41,5.6635623410770265e+35,2.896367734257598e+34
2020-11-19 13:49:41.160293,59172.57617083673,19.92537868976649,0.04131417759999369,-18.296437478914832,0.04131417759999369,6.27401126643699e+42,2.3873719471635614e+41,6.27401126643699e+35,2.3873719471635617e+34
2020-11-24 19:04:00.000000,59177.794444444444,19.867491782744228,0.28413513290585424,-18.354324385937094,0.28413513290585424,6.61759305632077e+42,1.7318117184767122e+42,6.617593056320769e+35,1.7318117184767124e+35
2020-11-25 19:25:22.539597,59178.809288652745,20.025719183966668,0.14515272472633656,-18.196096984714654,0.14515272472633656,5.720172115340931e+42,7.647332425746224e+41,5.720172115340931e+35,7.647332425746223e+34
2020-11-30 10:32:00.000000,59183.438888888886,19.368142023420404,0.3329295986507026,-18.853674145260918,0.3329295986507026,1.048189876114507e+43,3.2141641149589706e+42,1.048189876114507e+36,3.214164114958971e+35
2020-12-01 10:45:00.000000,59184.44791666666,20.289864473611267,0.32600264936940376,-17.931951695070055,0.32600264936940376,4.484881584084585e+42,1.3466284647340583e+42,4.484881584084585e+35,1.3466284647340584e+35
2020-12-02 10:33:00.000000,59185.43958333332,19.709432839722666,0.4288809744870125,-18.512383328958656,0.4288809744870125,7.654619972927721e+42,3.023681865751478e+42,7.654619972927721e+35,3.023681865751478e+35
2020-12-04 10:36:00.000000,59187.44166666666,20.45610591927099,0.07119925388217338,-17.765710249410333,0.07119925388217338,3.848171354702894e+42,2.523512876008724e+41,3.848171354702894e+35,2.5235128760087236e+34
2020-12-07 10:39:00.000000,59190.44375,20.645647802442735,0.16995271416223728,-17.576168366238587,0.16995271416223728,3.2317491940090945e+42,5.058729225445918e+41,3.2317491940090947e+35,5.058729225445919e+34
2020-12-08 10:39:00.000000,59191.44375,20.544399295018852,0.2212714838116572,-17.67741687366247,0.2212714838116572,3.547619653108926e+42,7.229998052958739e+41,3.5476196531089264e+35,7.229998052958739e+34
2020-12-09 10:40:00.000000,59192.444444444445,20.203734487618622,0.13897651109877485,-18.0180816810627,0.13897651109877485,4.855153612128654e+42,6.214698440608508e+41,4.8551536121286536e+35,6.214698440608507e+34
2020-12-10 01:16:00.000000,59193.052777777775,20.66641795078288,0.08068582397360315,-17.555398217898443,0.08068582397360315,3.170513376517868e+42,2.356147681937742e+41,3.170513376517868e+35,2.356147681937742e+34
